id,name,score,skinData,assitData,glyphsData,icon,winCount,rate,realScore
3454,P西蒙斯,1935,2,102001;3,10206;10302;10404;20104;20204;20302;20405;40101;40202;40301;40406,7,1,27,1835
3455,H-杰西,1945,1,102001;3,10103;10204;10303;10401;20101;20204;20406;40101;40201;40406,16,0,23,1845
3456,蕾西艾比,1957,5,102001;3,10202;10305;10404;20103;20201;40302;40406,7,3,38,1857
3457,W罗威尔,1998,2,102001;3,10101;10303;20104;20302;20401;40101;40304;40406,14,2,27,1898
3458,艾丝哈该,1941,3,102001;3,10101;10205;10401;20102;20202;20303;20406;40103;40202;40305;40407,9,2,27,1841
3459,萨妮卡丽,1920,5,102001;3,10102;10202;10303;10404;20102;20201;20304;20405;40104;40201;40304;40405,6,2,24,1820
3460,丽特佩德,1947,5,102001;3,10102;10205;10301;10405;20104;20201;20304;20404;40104;40202;40305;40403,2,3,46,1847
3461,布莱拉斯金,2000,3,102001;3,10206;10404;20103;20204;20302;40101;40202;40305;40405,10,1,43,1900
3462,露娅加登,1919,5,102001;3,10202;10304;10402;20103;20202;20301;40306;40405,14,0,45,1819
3463,卡拉乔舒亚,1928,1,102001;3,10107;10204;10305;10402;20201;20404;40102;40204;40405,10,0,49,1828
3464,贝拉巴尼,1916,1,102001;3,10103;10203;20101;20203;20302;20402;40101;40202;40305;40405,11,0,41,1816
3465,切莉范妮,1926,3,102001;3,10101;10206;10304;10403;20102;20203;20304;20403;40103;40201;40306;40404,18,1,23,1826
3466,米娅f,1949,4,102001;3,10107;10204;10404;20104;20304;20403;40103;40202;40407,11,1,34,1849
3467,曼婷内利,1909,4,102001;3,10105;10203;10301;10402;20101;20204;20304;20404;40104;40201;40302;40405,9,2,25,1809
3468,梅莉伯蒂,1944,4,102001;3,10101;10401;20103;20204;20301;20403;40103;40201;40301;40407,16,0,35,1844
3469,G-塞丽娜,1960,2,102001;3,10104;10205;10302;10404;20104;20204;20304;20402;40204;40302;40405,17,1,31,1860
3470,特莉科克尔,1983,2,102001;3,10104;10202;10402;20103;20202;20302;20401;40203;40305;40407,12,1,49,1883
3471,阿特卡罗琳,2000,4,102001;3,10107;10207;10405;20103;20203;20302;20404;40306;40403,3,2,30,1900
3472,奥尔桑代克,1901,3,102001;3,10204;10304;10404;20104;20201;20302;20402;40304;40407,9,0,29,1801
3473,艾玛劳里,1999,5,102001;3,10106;10201;10305;10405;20101;20203;20403;40104;40201;40302;40407,11,3,44,1899
3474,琳杰斐逊,1960,5,102001;3,10107;10202;10302;10403;20101;20201;20406;40104;40304;40407,7,3,45,1860
3475,夏洛凯洛格,1902,1,102001;3,10107;10304;10401;20101;20201;20301;20401;40104;40203;40305;40407,13,3,45,1802
3476,艾丝丝,1969,1,102001;3,10101;10203;10404;20204;20303;20404;40101;40202;40304;40405,11,2,22,1869
3477,爱拉皮尔斯,1929,4,102001;3,10105;10207;10301;10402;20102;20201;20302;20403;40102;40204;40407,18,3,32,1829
3478,伊温赛拉斯,1988,4,102001;3,10107;10207;10301;10404;20102;20203;20302;20404;40101;40202;40303;40404,4,3,49,1888
3479,特莉梅格,1925,3,102001;3,10101;10201;10304;10404;20103;20302;40104;40201;40305;40405,17,3,23,1825
3480,西尔赫斯特,1985,1,102001;3,10102;10203;10305;10401;20201;20301;20405;40101;40304;40407,12,2,22,1885
3481,落泪沃纳,1961,5,102001;3,10106;10205;10304;10403;20103;20302;20401;40201;40305;40405,6,0,33,1861
3482,F朱迪丝,1959,2,102001;3,10105;10207;10304;20104;20202;20304;40201;40304;40406,1,0,23,1859
3483,K-劳埃德,1980,1,102001;3,10203;10303;10401;20202;20303;20405;40104;40203;40304;40406,3,0,44,1880
3484,辛迪丽塔,1914,4,102001;3,10104;10207;10302;10405;20102;20203;20403;40104;40304;40406,14,1,37,1814
3485,爱勒佩蒂,1954,4,102001;3,10104;10201;10302;10405;20102;20201;20303;20405;40103;40203;40302;40406,7,2,32,1854
3486,安琪康拉德,1915,5,102001;3,10107;10203;10305;10401;20103;20201;20303;20403;40103;40302;40407,7,1,39,1815
3487,梅利莱顿,1942,4,102001;3,10206;10303;10404;20103;20201;20302;20401;40303;40405,15,2,25,1842
3488,芭拉佐伊,1995,5,102001;3,10102;10405;20102;20203;20303;20401;40202;40302;40406,10,2,27,1895
3489,格瑞乔纳,1910,1,102001;3,10106;10305;10404;20202;20301;20401;40102;40204;40306;40405,8,1,39,1810
3490,芙妮萨姆森,1904,5,102001;3,10105;10206;10303;10401;20103;20204;20301;20403;40103;40202;40301;40405,3,2,25,1804
3491,桑迪克洛怡,1972,1,102001;3,10104;10201;10301;20104;20201;20401;40102;40204;40301;40406,3,3,41,1872
3492,塞琳拜伦,1968,5,102001;3,10201;10301;10405;20101;20201;20301;20403;40102;40203;40406,13,3,24,1868
3493,帕梅摩顿,1925,1,102001;3,10106;10206;10303;10404;20103;20201;20304;20402;40103;40203;40304;40401,7,2,34,1825
3494,萨布莫里斯,1983,3,102001;3,10101;10204;10305;10402;20103;20302;20404;40103;40201;40306;40405,1,0,37,1883
3495,I凯丽,1966,3,102001;3,10102;10201;10304;20104;20304;40101;40203;40303;40406,13,1,35,1866
3496,蕾西吉莉安,1992,4,102001;3,10106;10405;20104;20203;20303;20401;40103;40204;40302;40407,10,3,32,1892
3497,I-凯佩尔,1914,5,102001;3,10107;10201;10404;20103;20302;20401;40104;40203;40302;40407,9,2,22,1814
3498,辛迪琼,1996,2,102001;3,10105;10206;10301;10403;20104;20202;20303;20401;40102;40203;40302;40407,3,1,23,1896
3499,布莱霍奇,1978,1,102001;3,10106;10206;10303;10405;20104;20203;20301;20403;40101;40306;40402,11,3,35,1878
3500,金牛马伦,1965,5,102001;3,10102;10201;10305;10402;20302;20403;40102;40202;40301;40407,2,0,25,1865
3501,柏妮黛博拉,1919,5,102001;3,10104;10201;10304;10401;20102;20204;20302;20402;40104;40201;40305;40406,15,1,24,1819
3502,桑迪-b,1921,5,102001;3,10105;10207;10303;10405;20103;20203;20304;20403;40102;40204;40306,18,1,32,1821
3503,德拉丽莎,1969,3,102001;3,10101;10303;10405;20104;20203;20405;40201;40305;40405,17,3,45,1869
3504,塔娅布卢默,1937,2,102001;3,10101;10203;10304;20104;20203;20301;20403;40101;40203;40301;40407,10,1,31,1837
3505,翠得卡尔,1941,3,102001;3,10105;10205;10302;20103;20204;20302;20403;40101;40204;40302;40406,4,2,34,1841
3506,格温-x,1945,1,102001;3,10102;10206;10301;20103;20204;20301;20401;40202;40405,15,3,30,1845
3507,爱勒q,1921,4,102001;3,10104;10203;10303;10402;20104;20201;20301;40104;40302;40406,11,3,43,1821
3508,白羊罗利,1907,4,102001;3,10102;10206;10302;10401;20104;20204;20302;20403;40102;40302;40407,15,1,41,1807
3509,伊温安吉拉,1957,4,102001;3,10101;10204;10405;20101;20204;20304;20405;40104;40203;40306;40403,1,1,44,1857
3510,康妮辛迪,1923,1,102001;3,10105;10201;10301;20103;20304;20406;40104;40203;40301;40406,3,0,25,1823
3511,丝-j,1981,2,102001;3,10107;10207;10405;20104;20202;20301;20403;40101;40202;40304;40404,9,2,49,1881
3512,塞尔莰蒂丝,1999,3,102001;3,10102;10205;10302;10403;20101;20202;20405;40103;40301;40407,5,1,28,1899
3513,玛莎耶基斯,1995,3,102001;3,10105;10202;10305;10405;20104;20202;20402;40102;40204;40302;40407,2,0,47,1895
3514,艾比安德森,1928,3,102001;3,10107;10201;10304;10404;20103;20203;20301;20404;40102;40203;40301;40407,8,1,24,1828
3515,爱伦达特,1922,5,102001;3,10107;10206;10404;20104;20203;20303;20402;40102;40203;40406,16,0,37,1822
3516,桑迪迪福,1963,2,102001;3,10104;10204;10305;10402;20102;20204;20402;40104;40201;40304;40407,10,1,20,1863
3517,阿尔卡尔,1907,4,102001;3,10105;10203;10302;20103;40104;40303;40407,8,1,30,1807
3518,卡洛卡洛琳,1944,2,102001;3,10105;10202;10301;10405;20103;20204;20401;40104;40203;40303;40405,18,2,29,1844
3519,弗郎吉姆,1982,4,102001;3,10104;10301;10401;20101;20204;20301;20405;40102;40202;40301;40406,13,1,46,1882
3520,丝加布尔,1966,5,102001;3,10107;10202;10304;10401;20104;20304;20404;40102;40202;40406,11,1,42,1866
3521,伊萨南茜,1974,4,102001;3,10207;10305;20201;20401;40304;40407,1,1,31,1874
3522,西拉摩西,1981,4,102001;4,10102;10202;10303;10402;20102;20201;20302;40102;40204;40305;40407,8,3,20,1881
3523,丽威尔逊,1995,3,102001;4,10201;10303;10405;20104;20201;20303;20404;40104;40305;40405,18,0,37,1895
3524,艾丝基蒂,1945,1,102001;4,10103;10207;10402;20103;20201;20304;20401;40104;40202;40306;40407,15,3,23,1845
3525,安伯勃特勒,1904,4,102001;4,10101;10202;10305;10402;20104;20201;20301;20403;40104;40203;40405,14,0,28,1804
3526,曼婷贾尔斯,1961,1,102001;4,10102;10201;10405;20101;20304;20404;40203;40306;40406,16,1,48,1861
3527,克莱格瑞丝,1904,3,102001;4,10102;10203;20202;20402;40202;40304;40406,2,3,25,1804
3528,翠得科拉,1940,1,102001;4,10107;10201;10303;10404;20104;20301;20404;40104;40203;40302;40407,6,1,20,1840
3529,贝拉夏普,1994,1,102001;4,10103;10204;10305;10404;20203;20302;40103;40201;40306;40405,4,0,26,1894
3530,V-吉尔,1957,3,102001;4,10107;10201;10305;20102;20201;20401;40203;40306;40405,2,0,27,1857
3531,I-内厄姆,1950,5,102001;4,10105;10206;10304;10403;20102;20204;20301;20403;40101;40302;40406,8,3,31,1850
3532,丝哈尔,1950,2,102001;4,10105;10203;10301;20102;20302;40306;40406,16,0,25,1850
3533,安尼瓦格纳,1968,5,102001;4,10101;10203;10305;10405;20204;20303;20406;40203;40302;40407,10,1,25,1868
3534,艾莉t,1971,3,102001;4,10104;20104;20204;20304;20406;40103;40305;40406,2,3,28,1871
3535,保拉艾狄生,1952,2,102001;4,10105;10202;10301;20103;20201;20302;20406;40101;40203;40302;40406,12,2,29,1852
3536,贝拉菲比,2000,5,102001;4,10102;10207;10303;10405;20103;20204;20405;40101;40204;40304;40402,12,3,26,1900
3537,特尔贝尔,1989,1,102001;4,10302;10402;20102;20204;20302;20403;40201;40305;40406,8,2,38,1889
3538,艾丝坎伯兰,1981,3,102001;4,10105;10206;10302;10404;20103;20202;20304;20402;40104;40306;40402,17,2,39,1881
3539,赫柏夏洛特,1987,3,102001;4,10104;10204;10301;10402;20101;20204;20303;20402;40302;40407,8,3,40,1887
3540,安尼塔特尔,1913,4,102001;4,10202;10403;20203;20302;20406;40104;40202;40303;40406,10,2,34,1813
3541,希亚卡洛儿,1970,4,102001;4,10105;10201;10403;20104;20203;20302;20401;40104;40202;40303;40406,9,0,48,1870
3542,卡米娜塔莎,1985,5,102001;4,10106;10203;10301;10403;20104;20302;20404;40103;40201;40303;40407,11,3,21,1885
3543,爱伦劳里,1905,3,102001;4,10103;10202;10302;10401;20104;20204;20302;20405;40203;40406,8,0,45,1805
3544,瑞丝索尔,1911,5,102001;4,10105;10206;10404;20201;20303;20406;40204;40306;40405,13,2,24,1811
3545,爱丽休,1995,4,102001;4,10104;10206;10305;10404;20102;20202;20303;40203;40301;40407,9,3,22,1895
3546,基塔基特,2000,3,102001;4,10201;10303;20102;20201;20302;20401;40103;40201;40406,15,1,38,1900
3547,K-皮尔逊,1944,1,102001;4,10105;10207;10302;10401;20101;20202;20301;20401;40102;40304;40405,8,1,31,1844
3548,雅典比尤莱,1975,5,102001;4,10102;10207;10305;20103;20204;20303;20406;40102;40301;40407,18,1,27,1875
3549,伊妮杜邦,1977,1,102001;4,10104;10203;10304;10401;20202;20302;20404;40103;40203;40306;40405,8,1,41,1877
3550,洛克阿特利,1931,2,102001;4,10104;10203;10303;10401;20203;20303;20405;40102;40204;40302;40407,16,2,27,1831
3551,亚姆贝蒂,1971,4,102001;4,10103;10203;10302;10403;20104;20203;20401;40101;40202;40303;40405,7,2,20,1871
3552,菲比史迪威,1916,1,102001;4,10107;10207;10305;10405;20103;20204;20403;40201;40303;40402,2,3,27,1816
3553,伊萨丝塔茜,1937,4,102001;4,10107;10201;10304;10405;20103;20406;40101;40201;40304;40407,7,1,35,1837
3554,O-尼克,1979,5,102001;4,10101;10202;10305;10405;20103;40102;40202;40302;40407,12,1,34,1879
3555,莫尼罗丝,1906,1,102001;4,10107;10204;10301;20201;20405;40101;40201;40304;40406,14,3,21,1806
3556,简妮奥利弗,1955,3,102001;4,10101;10303;20103;20304;20401;40204;40301;40405,9,0,29,1855
3557,玛莎斯,1945,5,102001;4,10106;10207;10303;10402;20104;20202;20301;20402;40102;40305;40406,3,1,34,1845
3558,薇安蒂凡妮,1991,2,102001;4,10105;10403;20101;20203;20302;20406;40103;40305;40407,10,3,28,1891
3559,天平托尼,1930,4,102001;4,10101;10204;10302;10405;20101;20202;20302;40103;40203;40301;40405,3,3,39,1830
3560,玛丽萨洛扬,1911,3,102001;4,10105;10207;10305;10405;20102;20204;20302;20402;40203;40303;40402,15,1,26,1811
3561,莰蒂罗瑟琳,1983,3,102001;4,10105;10203;10303;10403;20102;20302;20402;40101;40202;40406,6,2,39,1883
3562,克莱a,1992,4,102001;4,10102;10204;10305;20101;20201;20304;40303;40407,11,3,41,1892
3563,妮莎阿纳斯,1977,2,102001;4,10102;10207;10305;10403;20104;20203;20403;40101;40306;40406,1,3,25,1877
3564,H-纽曼,1904,5,102001;4,10107;10202;10402;20103;20203;20304;20405;40104;40202;40302;40406,15,2,32,1804
3565,P约瑟夫,1946,1,102001;4,10102;10304;20101;20202;20403;40101;40306;40406,16,3,35,1846
3566,姬尔奥兰多,1930,3,102001;3,10102;10303;10402;20104;20201;20301;40101;40204;40304;40406,8,3,36,1830
3567,艾莉-e,1992,3,102001;3,10107;10206;10302;10401;20101;20303;20405;40104;40202;40306;40403,16,0,27,1892
3568,珀尔弗兰克,1936,5,102001;3,10104;10201;10402;20204;20302;20403;40203;40302;40407,11,1,35,1836
3569,莉亚索锡,1938,1,102001;3,10102;10201;10305;20104;20301;20403;40102;40202;40302;40405,4,0,28,1838
3570,艾莉l,1927,4,102001;3,10102;10207;10305;10403;20201;20303;20402;40202;40301;40405,16,0,36,1827
3571,汉娜阿道夫,1910,3,102001;3,10106;10207;10405;20103;20202;20302;20404;40201;40303;40407,1,3,20,1810
3572,琪落泪,1988,4,102001;3,10107;10203;10303;10402;20102;20202;20301;20402;40103;40203;40407,16,3,20,1888
3573,玛菲奥纳,1933,5,102001;3,10104;10205;10304;10402;20104;20204;20301;20401;40201;40405,14,1,43,1833
3574,妮莎霍奇,1916,3,102001;3,10205;10304;10402;20302;20406;40104;40202;40304;40406,8,3,41,1816
3575,莉兹温蒂,1958,2,102001;3,10102;10201;20202;20303;20401;40203;40306;40407,13,0,24,1858
3576,莉娜爱玛,1909,3,102001;3,10106;10201;10301;10403;20102;20301;20402;40102;40305;40405,10,3,25,1809
3577,卡佩吉,1964,1,102001;3,10104;10203;10302;10403;20103;20203;20301;20404;40103;40201;40301;40405,7,2,33,1864
3578,格瑞诺顿,1991,3,102001;3,10107;10201;10305;10405;20101;20201;20301;20406;40202;40407,3,3,31,1891
3579,艾莉腊斯克,1958,4,102001;3,10102;10205;10302;10404;20104;20204;20303;20404;40104;40202;40305;40401,14,1,28,1858
3580,丽凯瑟琳,1916,5,102001;3,10105;20103;20204;20302;40102;40203;40303;40407,17,0,46,1816
3581,亚桑康纳,1966,2,102001;3,10104;10202;10302;10402;20103;20401;40104;40201;40302;40405,15,0,34,1866
3582,赫柏凯瑟琳,1953,4,102001;3,10102;10207;20202;20406;40101;40201;40303;40406,1,2,24,1853
3583,萨布特里萨,1923,1,102001;3,10102;10305;10402;20104;20203;20303;40103;40204;40304;40407,11,2,39,1823
3584,黛比蕶喥,1990,2,102001;3,10105;10201;10301;10401;20101;20202;20303;40201;40304;40407,16,3,38,1890
3585,芭拉鲍德温,1953,1,102001;3,10203;10304;20102;20302;20406;40304;40405,17,1,37,1853
3586,克莱骚塞,1979,1,102001;3,10103;10202;10301;10402;20104;20204;20301;20404;40103;40304;40405,11,3,48,1879
3587,爱玛斯梯尔,1927,4,102001;3,10106;10305;10403;20104;20201;20301;20403;40305;40406,6,1,25,1827
3588,芙拉腊斯克,1953,2,102001;3,10101;10202;10301;10405;20104;20204;20303;20403;40203;40406,18,3,43,1853
3589,安吉劳里,1908,5,102001;3,10102;10202;10305;10403;20102;20303;20404;40103;40201;40302;40406,8,2,40,1808
3590,特莉迪尤尔,1949,4,102001;3,10104;10201;10305;10404;20104;20202;20302;40104;40204;40302;40407,2,2,43,1849
3591,梅利布卢默,1970,1,102001;3,10102;10203;10301;10403;20201;20402;40405,7,2,47,1870
3592,瑞娜亨利,1986,3,102001;3,10101;10206;10305;10405;20103;20203;20403;40103;40202;40306;40403,13,2,25,1886
3593,海伦特雷西,1912,1,102001;3,10104;10201;10301;10401;20102;20204;20301;20404;40203;40306;40405,7,1,49,1812
3594,C默里,1944,3,102001;3,10107;10207;10402;20101;20406;40101;40305;40407,6,1,44,1844
3595,塞琳萨默,1956,1,102001;3,10105;10207;10405;20104;20304;20405;40203;40407,15,1,30,1856
3596,帕姬姬恩,1909,5,102001;3,10103;10207;10404;20102;20202;20303;20403;40102;40203;40303;40407,16,0,44,1809
3597,安东特温,1948,5,102001;3,10105;10203;10303;20103;20302;20405;40102;40202;40303;40405,12,1,31,1848
3598,卡米哈代,1968,2,102001;3,10105;10204;10401;20102;20202;20302;20401;40102;40201;40406,8,3,40,1868
3599,萨妮加德纳,1922,2,102001;3,10101;10202;10305;10403;20101;20301;20406;40103;40202;40301;40405,18,1,42,1822
3600,简妮门罗,1927,4,102001;3,10107;10203;10302;10401;20101;20201;20302;20406;40103;40204;40306;40404,15,1,42,1827
3601,保拉欧文,1972,4,102001;3,10105;10205;10304;10405;20103;20203;20303;20401;40101;40204;40406,11,3,30,1872
3602,V贝拉米,1908,2,102001;3,10102;10204;10305;10405;20103;20202;20301;40407,10,3,31,1808
3603,苏拉巴克耳,1905,3,102001;3,10103;10202;10303;10403;20102;20302;20405;40101;40201;40304;40406,17,1,28,1805
3604,瑞丝雅各布,1996,4,102001;3,10102;10207;10302;20202;20406;40102;40405,7,1,22,1896
3605,阿德戈德温,1945,5,102001;3,10204;10304;10404;20102;20402;40102;40306;40407,8,1,31,1845
3606,琳达劳埃德,1988,3,102001;3,10106;10206;10304;10401;20202;20303;20404;40103;40303;40405,6,3,39,1888
3607,蒂妮布赖恩,1907,2,102001;3,10104;10205;10304;10402;20102;20204;20406;40102;40202;40301;40405,18,0,34,1807
3608,艾瑞勃特勒,1989,4,102001;3,10101;10206;10301;20101;20302;20405;40203;40301;40407,1,2,21,1889
3609,瑞丝坎蒂丝,1914,1,102001;3,10103;10206;10301;10404;20102;20204;20303;20403;40303;40407,9,3,35,1814
3610,杰卡贝尔,1919,5,102001;3,10103;10206;10302;10403;20101;20201;20302;20406;40104;40202;40304;40406,13,3,27,1819
3611,特莉阿狄森,1930,4,102001;3,10102;10205;10304;10401;20203;20304;20402;40101;40204;40304;40407,17,2,40,1830
3612,梅米布朗,1944,3,102001;3,10102;10202;10305;10403;20202;20302;20404;40103;40203;40406,16,3,22,1844
3613,安拉弗雷德,1983,5,102001;3,10103;10203;10302;10402;20103;20201;20302;20401;40104;40202;40406,1,1,42,1883
3614,坦丝贝丝,1909,2,102001;3,10103;10201;10303;10405;20104;20201;20303;20401;40101;40304;40406,14,2,36,1809
3615,莉亚奥斯卡,1976,2,102001;3,10106;10205;10304;10403;20102;20202;20301;20402;40201;40305;40405,2,0,25,1876
3616,克劳斯,1970,5,102001;3,10104;10202;10301;10404;20301;20405;40204;40301;40407,7,3,42,1870
3617,伊娃悉尼,1963,5,102001;3,10106;10202;10301;10403;20103;20203;20302;20402;40101;40201;40306;40407,5,1,31,1863
3618,S劳逊,1973,2,102001;3,10101;10207;10302;10401;20203;20302;20404;40101;40303;40406,17,2,40,1873
3619,安德韦布,1917,1,102001;3,10102;10202;10303;10402;20103;20202;20301;20404;40104;40202;40305;40406,7,1,30,1817
3620,曼迪杰奎琳,1943,1,102001;3,10205;10301;10404;20202;20304;20403;40204;40304;40407,14,2,38,1843
3621,姬尔杰弗里,1956,1,102001;3,10106;10202;10404;20103;20201;20304;20402;40104;40204;40302;40405,2,3,34,1856
3622,奥尔内尔,1998,4,102001;3,10103;10207;10402;20104;20201;20303;20404;40102;40202;40304;40405,12,2,44,1898
3623,X-塔玛拉,1949,4,102001;3,10305;10404;20103;20201;20301;40103;40203;40302;40406,18,0,43,1849
3624,帕梅布鲁诺,1929,2,102001;3,10107;10204;10301;10403;20101;20201;20302;20405;40203;40407,5,0,21,1829
3625,凯西卡拉米,1962,4,102001;3,10205;10304;10404;20104;20201;20302;20401;40102;40304;40407,1,3,36,1862
3626,Z-劳埃德,1962,5,102001;3,10107;10207;10302;10405;20104;20202;20303;20401;40102;40202;40405,8,3,39,1862
3627,斯蒂菲利普,1911,3,102001;3,10103;10206;10301;10404;20103;20202;20301;20402;40202;40305;40407,5,1,20,1811
3628,X柯拉,1994,5,102001;3,10103;10401;20101;20204;20301;20403;40203;40306;40406,10,1,45,1894
3629,安德艾比,1920,3,102001;3,10101;10205;10305;20103;20304;20404;40103;40202;40306;40407,18,0,42,1820
3630,贝丝凯西,1947,2,102001;3,10101;10304;10404;20103;20201;20303;20403;40204;40407,8,0,27,1847
3631,曼达安琪拉,1966,1,102001;3,10105;10205;10305;10402;20101;20204;20301;20402;40204;40405,16,0,41,1866
3632,梅利波普,1919,4,102001;3,10107;10202;10304;10403;20103;20201;20304;40302;40406,9,1,33,1819
3633,坎蒂夏洛特,1900,5,102001;3,10105;10207;10301;10402;20102;20201;20302;20406;40103;40202;40301;40407,14,3,49,1800
3634,伊薇萨洛扬,1916,5,102001;3,10204;10303;10403;20102;20301;40101;40302;40405,13,2,35,1816
3635,莎伦刘易斯,1909,3,102001;3,10102;10202;10303;10403;20101;20203;20302;20402;40104;40202;40304;40405,1,0,34,1809
3636,萨布诺思,1930,3,102001;3,10103;10204;10304;10404;20104;20201;20304;20403;40305;40405,5,3,38,1830
3637,安吉维布伦,1966,1,102001;3,10304;10402;20101;20201;20303;20402;40101;40204;40304;40407,2,0,33,1866
3638,布蓝特纳,1979,1,102001;3,10106;10302;10404;20103;20203;20301;20401;40102;40204;40301;40406,11,0,22,1879
3639,爱丽罗素,1975,3,102001;3,10201;10303;10403;20101;20201;20303;20405;40101;40202;40305;40406,3,0,41,1875
3640,特尔坎蒂丝,1909,3,102001;3,10105;10203;10302;20201;40101;40204;40303;40406,5,1,44,1809
3641,雪莉苏拉,1945,2,102001;3,10104;10204;10304;10403;20102;20204;20303;20402;40204;40305;40405,18,3,23,1845
3642,尼瑟维斯,1913,5,102001;3,10205;10305;10401;20103;20202;20304;20406;40102;40204;40406,15,2,34,1813
3643,达李顿,1997,5,102001;3,10105;10203;10304;10403;20102;20201;20303;20402;40101;40201;40303;40405,3,1,31,1897
3644,碧丝霍奇森,1992,2,102001;3,10101;10204;10302;10403;20101;20202;20302;20406;40102;40304;40405,8,0,28,1892
3645,特拉林德,1943,1,102001;3,10103;10205;10304;10404;20203;20301;20403;40104;40202;40306;40405,8,1,23,1843
3646,伊莱薇薇安,2000,3,102001;3,10302;10403;20303;20406;40102;40202;40306;40405,2,0,43,1900
3647,瑞拉莉莲,1942,2,102001;4,10205;10402;20102;20201;20404;40103;40202;40302;40407,10,3,35,1842
3648,白羊堂娜,1904,2,102001;4,10101;10203;10401;20302;20401;40103;40201;40406,5,0,47,1804
3649,爱伦华莱土,1951,4,102001;4,10106;10203;10303;20104;20203;20301;20405;40103;40203;40304;40405,13,0,30,1851
3650,菲洛罗利,1968,3,102001;4,10105;10203;10302;10402;20103;20202;20304;20406;40103;40301;40405,3,0,24,1868
3651,Q-切莉,1957,4,102001;4,10106;10201;10301;10404;20203;20304;20403;40202;40302;40407,5,2,26,1857
3652,莉娜里斯,1964,1,102001;4,10101;10204;10301;10401;20102;20201;20304;20405;40103;40204;40304;40407,11,2,23,1864
3653,卡桑佐伊,1914,1,102001;4,10102;10203;10405;20103;20302;40102;40204;40306;40406,10,3,26,1814
3654,康妮詹宁斯,1927,4,102001;4,10103;10204;10303;10405;20102;20203;20304;20402;40102;40201;40304;40407,9,2,22,1827
3655,桑迪罗宾,1900,5,102001;4,10101;10207;10402;20104;20204;20302;20404;40101;40305;40407,8,1,32,1800
3656,贝芙凯佩尔,1989,1,102001;4,10104;10204;10304;20102;20203;20302;20402;40103;40203;40303;40407,9,0,27,1889
3657,伊萨凯瑟琳,1908,1,102001;4,10102;10206;10301;20103;20202;20303;40203;40306;40407,11,1,41,1808
3658,罗琳戴茜,1977,1,102001;4,10101;10203;10305;20103;20203;20302;40104;40201;40302;40407,2,1,22,1877
3659,金牛豪厄尔,1993,2,102001;4,10106;10205;10301;10404;20203;20302;20406;40201;40302;40407,2,3,48,1893
3660,蒂娜布朗,1937,5,102001;4,10106;10207;10304;10403;20104;20304;40104;40306;40402,18,1,45,1837
3661,徊忆泰勒,1925,1,102001;4,10104;10204;20102;20204;20301;20404;40204;40302;40406,11,1,40,1825
3662,塞尔苔丝,1951,1,102001;4,10104;10203;10303;20102;20203;20401;40201;40306;40407,7,1,39,1851
3663,简妮索尔,1937,4,102001;4,10102;10205;10401;20104;20203;20302;20401;40104;40201;40306;40405,13,3,39,1837
3664,西亚林德,1997,3,102001;4,10104;10204;10303;10403;20102;20203;20303;20401;40102;40303;40406,16,1,37,1897
3665,琳格雷,1936,1,102001;4,10107;10207;10304;10403;20104;20204;20302;20401;40103;40201;40304,11,0,20,1836
3666,塔劳埃德,1914,5,102001;4,10301;10404;20102;20201;20304;20404;40102;40201;40303;40407,13,1,46,1814
3667,克莱莫尔顿,1922,4,102001;4,10206;20103;20204;20401;40103;40201;40303;40405,11,2,33,1822
3668,艾比保拉,1941,5,102001;4,10203;10303;10402;20102;20204;20302;20406;40104;40203;40301;40407,8,3,29,1841
3669,蒂娜曼达,1901,4,102001;4,10107;10202;10305;10405;20102;20203;20406;40102;40203;40305,13,1,25,1801
3670,特尔加登,1938,2,102001;4,10102;10202;10304;10402;20101;20202;20302;20402;40104;40202;40406,1,3,37,1838
3671,P-贝克莱,1923,1,102001;4,10107;10207;10304;10402;20101;20202;20304;20403;40104;40202;40301;40403,8,3,47,1823
3672,萨妮朱利安,1984,4,102001;4,10106;10201;10304;10401;20103;20201;20301;20403;40101;40305;40407,18,1,38,1884
3673,切西休,1996,4,102001;4,10105;10203;10302;10402;20102;20202;20302;20403;40102;40203;40304;40407,2,1,21,1896
3674,克莉兰登,1954,5,102001;4,10106;10202;10302;10405;20104;20204;20304;20405;40103;40202;40403,3,2,40,1854
3675,苏珊弗雷德,1952,1,102001;4,10103;10201;10301;10404;20104;20201;20304;20403;40102;40204;40304;40405,17,0,32,1852
3676,玛拉海登,1957,4,102001;4,10101;10203;10404;20102;20302;20405;40204;40405,8,3,37,1857
3677,丽莎贾尔斯,1983,3,102001;4,10102;10205;10303;10402;20202;20406;40104;40201;40304;40405,12,0,35,1883
3678,丝特卡拉米,1983,3,102001;4,10107;10205;10304;10401;20203;20302;20402;40101;40202;40303;40405,9,1,26,1883
3679,海伦莫特利,1959,1,102001;4,10101;10203;10402;20301;40101;40202;40302;40405,11,1,30,1859
3680,翠得布蓝达,1915,2,102001;4,10101;10202;10303;10403;20101;20204;20302;20404;40101;40204;40302;40406,11,3,25,1815
3681,伊薇布兰琪,1955,3,102001;4,10207;10301;10404;20101;20304;20403;40102;40202;40406,9,1,38,1855
3682,射手朱迪丝,1967,5,102001;4,10107;10207;10302;10401;20101;20201;20302;20403;40101;40306;40407,18,1,27,1867
