id,state,Behavior,Behavior2,Behavior3,Behavior4,Behavior5,time,text
931023,13#10#20:15#30,7#903104|903103#100,-1,-1,-1,-1,1,0
931024,8#2#3:15#30,7#903110#100,-1,-1,-1,-1,1,0
931025,2#100,7#903104|903103#100,-1,-1,-1,-1,1,0
931032,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931033,9:15#60,7#903106#100,-1,-1,-1,-1,1,0
931034,8#2#4:15#60,7#903106#100,-1,-1,-1,-1,1,0
931035,8#2#3:15#30,7#903110#50,-1,-1,-1,-1,1,0
931042,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931043,15#30:6#15,7#903110#100,-1,-1,-1,-1,1,0
931044,8#2#3:15#30,7#903110#100,-1,-1,-1,-1,1,0
931045,11#10#0:15#30,7#903102|903103|903110#100,-1,-1,-1,-1,1,0
931046,2#100,7#903102|903103|903110#100,-1,-1,-1,-1,1,0
931052,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931053,13#10#20:15#30,7#903101|903106#100,-1,-1,-1,-1,1,0
931054,2#100,7#903104|903103#100,-1,-1,-1,-1,1,0
931062,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931063,15#30:6#15,7#903112#100,-1,-1,-1,-1,1,0
931064,8#2#3:15#30,7#903112#50,-1,-1,-1,-1,1,0
931065,11#10#0:15#30,7#903101|903105|903112#100,-1,-1,-1,-1,1,0
931066,2#100,7#903101|903105|903112#100,-1,-1,-1,-1,1,0
931072,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931073,15#30:6#15,7#903111#100,-1,-1,-1,-1,1,0
931074,8#2#3:15#30,7#903111#100,-1,-1,-1,-1,1,0
931075,11#10#0:15#30,7#903109|903108|903111#100,-1,-1,-1,-1,1,0
931076,2#100,7#903109|903108|903111#100,-1,-1,-1,-1,1,0
931082,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931083,9:15#60,7#903101#100,-1,-1,-1,-1,1,0
931084,8#2#4:15#60,7#903101#100,-1,-1,-1,-1,1,0
931085,8#2#3:15#30,7#903111#50,-1,-1,-1,-1,1,0
931092,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931093,13#10#20:15#30,7#903107|903108#100,-1,-1,-1,-1,1,0
931094,2#100,7#903104|903103#100,-1,-1,-1,-1,1,0
931102,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931103,15#60:9,2,-1,-1,-1,-1,1,0
931104,15#60,7#903104|903103|903112|903111#100,-1,-1,-1,-1,1,0
931112,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931113,15#60:9,2,-1,-1,-1,-1,1,0
931114,15#60,7#903107|903108|903112|903110#100,-1,-1,-1,-1,1,0
931122,5#20:15#15,9#100#15,-1,-1,-1,-1,1,0
931123,15#60:9,2,-1,-1,-1,-1,1,0
931124,15#60,7#903106|903101|903110|903111#100,-1,-1,-1,-1,1,0
932011,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
932013,15#30:14,7#903203#50,-1,-1,-1,-1,1,0
932014,12#10#1:15#30,7#903202|903203#100,-1,-1,-1,-1,1,0
932015,15#80,7#903203#100,-1,-1,-1,-1,1,0
932021,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
932023,15#30:14,7#903203#50,-1,-1,-1,-1,1,0
932024,12#10#1:15#30,7#903201|903203#100,-1,-1,-1,-1,1,0
932025,15#80,7#903203#100,-1,-1,-1,-1,1,0
932031,5#30:15#10,9#100#10,-1,-1,-1,-1,1,0
932032,15#60:8#2#3,7#903208#100,-1,-1,-1,-1,1,0
932033,15#60:6#15,7#903204|903209#100,-1,-1,-1,-1,1,0
932041,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
932042,15#60,7#903205|903201#100,-1,-1,-1,-1,1,0
932051,5#30:15#10,9#100#10,-1,-1,-1,-1,1,0
932052,15#60:8#2#3,7#903208|903204#100,-1,-1,-1,-1,1,0
932053,15#60:6#15,7#903204#100,-1,-1,-1,-1,1,0
932061,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
932063,15#30:14,7#903205#50,-1,-1,-1,-1,1,0
932064,12#10#1:15#30,7#903205|903207#100,-1,-1,-1,-1,1,0
932065,15#80,7#903205#100,-1,-1,-1,-1,1,0
932071,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
932073,15#30:14,7#903205#50,-1,-1,-1,-1,1,0
932074,12#10#1:15#30,7#903205|903206#100,-1,-1,-1,-1,1,0
932075,15#80,7#903205#100,-1,-1,-1,-1,1,0
932081,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
932082,15#60,7#903207|903211#100,-1,-1,-1,-1,1,0
932091,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
932092,15#60,7#903202|903210#100,-1,-1,-1,-1,1,0
932101,5#30:15#10,9#100#10,-1,-1,-1,-1,1,0
932103,15#60:11#5#0,7#903211|903212|903213#100,-1,-1,-1,-1,1,0
932104,15#60,7#903209|903208#100,-1,-1,-1,-1,1,0
932111,5#30:15#10,9#100#10,-1,-1,-1,-1,1,0
932113,15#60:11#5#0,7#903210|903212|903213#100,-1,-1,-1,-1,1,0
932114,15#60,7#903208#100,-1,-1,-1,-1,1,0
932121,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
932122,15#10,7#903210#100,-1,-1,-1,-1,1,0
932131,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
932132,15#10,7#903210#100,-1,-1,-1,-1,1,0
933011,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
933013,13#10#20:15#15,7#903304#100,-1,-1,-1,-1,1,0
933014,2#75:9,2,-1,-1,-1,-1,1,0
933021,5#12:15#10,9#100#10,-1,-1,-1,-1,1,0
933022,13#12#20:15#15,7#903304#100,-1,-1,-1,-1,1,0
933023,2#75:9,2,-1,-1,-1,-1,1,0
933031,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
933033,13#10#20:15#15,7#903304#100,-1,-1,-1,-1,1,0
933034,2#75:9,2,-1,-1,-1,-1,1,0
933041,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
933043,2#75:9,2,-1,-1,-1,-1,1,0
933051,5#12:15#10,9#100#10,-1,-1,-1,-1,1,0
933053,13#12#20:15#15,7#903307#100,-1,-1,-1,-1,1,0
933054,2#75:9,2,-1,-1,-1,-1,1,0
933061,5#12:15#10,9#100#10,-1,-1,-1,-1,1,0
933062,2#75:9,2,-1,-1,-1,-1,1,0
933071,5#13:15#10,9#100#10,-1,-1,-1,-1,1,0
933073,2#75:9,2,-1,-1,-1,-1,1,0
933081,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
933082,13#10#20:15#15,7#903307#100,-1,-1,-1,-1,1,0
933083,2#75:9,2,-1,-1,-1,-1,1,0
933091,5#13:15#10,9#100#10,-1,-1,-1,-1,1,0
933093,13#13#20:15#15,7#903307#100,-1,-1,-1,-1,1,0
933094,2#75:9,2,-1,-1,-1,-1,1,0
933101,5#12:15#10,9#100#10,-1,-1,-1,-1,1,0
933103,2#75:9,2,-1,-1,-1,-1,1,0
933111,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
933113,13#10#20:15#15,7#903310#100,-1,-1,-1,-1,1,0
933114,2#75:9,2,-1,-1,-1,-1,1,0
933121,5#12:15#10,9#100#10,-1,-1,-1,-1,1,0
933122,13#12#20:15#15,7#903310#100,-1,-1,-1,-1,1,0
933123,2#75:9,2,-1,-1,-1,-1,1,0
933131,5#10:15#10,9#100#10,-1,-1,-1,-1,1,0
933133,13#10#20:15#15,7#903310#100,-1,-1,-1,-1,1,0
933134,2#75:9,2,-1,-1,-1,-1,1,0
941000,1,1,-1,-1,-1,-1,1,PVP4-1关AI
941001,15#30,6#904102|904101|904103#30,-1,-1,-1,-1,1,抢占中立兵营1
941002,15#30,6#904104|904105|904106#30,-1,-1,-1,-1,1,抢占中立兵营2
941003,15#30,6#904107|904108|904109#30,-1,-1,-1,-1,1,抢占中立兵营3
941004,15#30,6#904110|904111|904112#30,-1,-1,-1,-1,1,抢占中立兵营4
941005,15#25:8#2#3,7#904113|904114#100,-1,-1,-1,-1,1,抢占防御塔1
941006,15#25:8#2#3,7#904115|904116#100,-1,-1,-1,-1,1,抢占防御塔2
941007,15#20,4#904113|904114|904115|904116#15,-1,-1,-1,-1,1,屯兵防御塔
941008,15#40,7#904101|904102|904104|904105#80,-1,-1,-1,-1,1,攻击邻家1
941009,15#40,7#904107|904108|904110|904111#80,-1,-1,-1,-1,1,攻击邻家2
941010,15#50:8#2#6,7#904117|904118#100,-1,-1,-1,-1,1,攻击研究所
941011,15#30,5#904117|904118#80,-1,-1,-1,-1,1,屯兵研究所
941012,15#60,7#904101|904102|904107|904108#90,-1,-1,-1,-1,1,自由进攻1
941013,15#60,7#904104|904105|904110|904111#90,-1,-1,-1,-1,1,自由进攻2
941014,3#250,2,-1,-1,-1,-1,1,全面进攻
942011,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942013,15#50:6#13,7#904202|904204|904203#75,-1,-1,-1,-1,1,0
942021,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942022,15#20,5#904201|904205#50,-1,-1,-1,-1,1,0
942031,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942032,15#20,5#904201|904206#50,-1,-1,-1,-1,1,0
942041,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942043,15#60,7#904202|904201|904203|904206|904205#100,-1,-1,-1,-1,1,0
942051,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942053,15#50:6#13,7#904202|904204|904207|904208#75,-1,-1,-1,-1,1,0
942061,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942063,15#50:6#13,7#904208|904204|904203|904209#75,-1,-1,-1,-1,1,0
942071,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942072,15#20,5#904205|904210#50,-1,-1,-1,-1,1,0
942081,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942083,15#60,7#904207|904209|904210|904206|904205#100,-1,-1,-1,-1,1,0
942091,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942092,15#20,5#904206|904210#50,-1,-1,-1,-1,1,0
942101,5#20:15#10,9#50#10,-1,-1,-1,-1,1,0
942103,15#50:6#13,7#904207|904208|904209#75,-1,-1,-1,-1,1,0
943011,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943013,15#30:9,2,-1,-1,-1,-1,1,0
943014,13#14#50:15#40,7#904302|904305|904306#100,-1,-1,-1,-1,1,0
943015,15#60,7#904302|904305|904306#100,-1,-1,-1,-1,1,0
943021,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943023,15#30:9,2,-1,-1,-1,-1,1,0
943024,13#14#50:15#40,7#904301|904303|904306|904305|904307#100,-1,-1,-1,-1,1,0
943025,15#60,7#904301|904303|904306|904305|904307#100,-1,-1,-1,-1,1,0
943031,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943033,15#30:9,2,-1,-1,-1,-1,1,0
943034,13#14#50:15#40,7#904302|904306|904307|904304|904308#100,-1,-1,-1,-1,1,0
943035,15#60,7#904302|904306|904307|904304|904308#100,-1,-1,-1,-1,1,0
943041,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943043,15#30:9,2,-1,-1,-1,-1,1,0
943044,13#14#50:15#40,7#904303|904307|904308#100,-1,-1,-1,-1,1,0
943045,15#60,7#904303|904307|904308#100,-1,-1,-1,-1,1,0
943051,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943053,15#30:9,2,-1,-1,-1,-1,1,0
943054,13#14#50:15#40,7#904301|904302|904306|904310|904309#100,-1,-1,-1,-1,1,0
943055,15#60,7#904301|904302|904306|904310|904309#100,-1,-1,-1,-1,1,0
943061,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943063,15#30:9,2,-1,-1,-1,-1,1,0
943064,13#14#50:15#40,7#904302|904305|904307|904310|904311#100,-1,-1,-1,-1,1,0
943065,15#60,7#904302|904305|904307|904310|904311#100,-1,-1,-1,-1,1,0
943071,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943073,15#30:9,2,-1,-1,-1,-1,1,0
943074,13#14#50:15#40,7#904303|904306|904308|904311|904312#100,-1,-1,-1,-1,1,0
943075,15#60,7#904303|904306|904308|904311|904312#100,-1,-1,-1,-1,1,0
943081,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943083,15#30:9,2,-1,-1,-1,-1,1,0
943084,13#14#50:15#40,7#904303|904304|904307|904311|904312#100,-1,-1,-1,-1,1,0
943085,15#60,7#904303|904304|904307|904311|904312#100,-1,-1,-1,-1,1,0
943091,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943093,15#30:9,2,-1,-1,-1,-1,1,0
943094,13#14#50:15#40,7#904305|904306|904310|904313|904314#100,-1,-1,-1,-1,1,0
943095,15#60,7#904305|904306|904310|904313|904314#100,-1,-1,-1,-1,1,0
943101,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943103,15#30:9,2,-1,-1,-1,-1,1,0
943104,13#14#50:15#40,7#904306|904312|904311|904313#100,-1,-1,-1,-1,1,0
943105,15#60,7#904306|904312|904311|904313#100,-1,-1,-1,-1,1,0
943111,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943113,15#30:9,2,-1,-1,-1,-1,1,0
943114,13#14#50:15#40,7#904310|904312|904307|904315|904316#100,-1,-1,-1,-1,1,0
943115,15#60,7#904310|904312|904307|904315|904316#100,-1,-1,-1,-1,1,0
943121,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943123,15#30:9,2,-1,-1,-1,-1,1,0
943124,13#14#50:15#40,7#904307|904308|904311|904315|904316#100,-1,-1,-1,-1,1,0
943125,15#60,7#904307|904308|904311|904315|904316#100,-1,-1,-1,-1,1,0
943131,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943133,15#30:9,2,-1,-1,-1,-1,1,0
943134,13#14#50:15#40,7#904309|904310|904314#100,-1,-1,-1,-1,1,0
943135,15#60,7#904309|904310|904314#100,-1,-1,-1,-1,1,0
943141,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943143,15#30:9,2,-1,-1,-1,-1,1,0
943144,13#14#50:15#40,7#904310|904313|904315|904309|904311#100,-1,-1,-1,-1,1,0
943145,15#60,7#904310|904313|904315|904309|904311#100,-1,-1,-1,-1,1,0
943151,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943153,15#30:9,2,-1,-1,-1,-1,1,0
943154,13#14#50:15#40,7#904311|904314|904316|904310|904312#100,-1,-1,-1,-1,1,0
943155,15#60,7#904311|904314|904316|904310|904312#100,-1,-1,-1,-1,1,0
943161,5#14:15#10,9#100#10,-1,-1,-1,-1,1,0
943163,15#30:9,2,-1,-1,-1,-1,1,0
943164,13#14#50:15#40,7#904311|904312|904315#100,-1,-1,-1,-1,1,0
943165,15#60,7#904311|904312|904315#100,-1,-1,-1,-1,1,0
940601,15#40,7#904601|904602|904604|904606#80,-1,-1,-1,-1,1,打中立1
940602,15#40,7#904602|904603|904605|904606#80,-1,-1,-1,-1,1,打中立2
940603,15#40,7#904610|904611|904613|904614#80,-1,-1,-1,-1,1,打中立3
940604,15#40,7#904610|904612|904614|904615#80,-1,-1,-1,-1,1,打中立4
940605,15#50,7#904601|904602|904603|904604|904605#90,-1,-1,-1,-1,1,打邻家1
940606,15#50,7#904611|904612|904613|904614|904615#90,-1,-1,-1,-1,1,打邻家2
940607,15#50:8#2#6,7#904607|904608|904609#80,-1,-1,-1,-1,1,打中间
940608,15#50,14#25#80,-1,-1,-1,-1,1,全区域进攻
940609,15#25:29#2#4,5#904606#70,-1,-1,-1,-1,1,屯兵1
940610,15#25:29#2#4,5#904610#70,-1,-1,-1,-1,1,屯兵2
940611,15#25:29#2#4,5#904608#70,-1,-1,-1,-1,1,屯兵3
940900,15#35,7#904901|904902|904903|904904|904905#70,-1,-1,-1,-1,1,攻击中立1
940901,15#35,7#904903|904906|904908|904913|904914#70,-1,-1,-1,-1,1,攻击中立2
940902,15#35,7#904904|904905|904910|904912|904915#70,-1,-1,-1,-1,1,攻击中立3
940903,15#35,7#904913|904914|904915|904916|904917#70,-1,-1,-1,-1,1,攻击中立4
940904,15#40,7#904907|904909|904911|904918|904919#80,-1,-1,-1,-1,1,攻击炮塔和研究所
940905,15#35,7#904903|904904|904914|904915#80,-1,-1,-1,-1,1,攻击中间周围建筑1
940906,15#30:29#2#4,6#904903|904904|904914|904915#25,-1,-1,-1,-1,1,屯兵中间建筑
940907,15#30:29#2#4,6#904907|904909|904911#25,-1,-1,-1,-1,1,屯兵中间炮塔
940908,3#240,2,-1,-1,-1,-1,1,全面进攻
241011,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241013,15#60,5#209103#50,-1,-1,-1,-1,1,0
241014,9:3#240,2,-1,-1,-1,-1,1,0
241021,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241023,9:3#240,2,-1,-1,-1,-1,1,0
241031,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241033,15#80:11#11#1,7#209104|209106|209101#100,-1,-1,-1,-1,1,0
241034,15#80,7#209104|209106#100,-1,-1,-1,-1,1,0
241035,9:3#240,2,-1,-1,-1,-1,1,0
241041,14,1,-1,-1,-1,-1,1,0
241042,10#10:15#80,10#2091141|2091142|2091143#35,-1,-1,-1,-1,1,0
241043,15#80:13#12#50,6#209103|209102|209105|209101#60,-1,-1,-1,-1,1,0
241051,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241053,9:3#240,2,-1,-1,-1,-1,1,0
241061,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241063,2#75:11#9#1,7#209108|209103#100,-1,-1,-1,-1,1,0
241064,15#60:13#9#50,5#209108#100,-1,-1,-1,-1,1,0
241065,9:3#240,2,-1,-1,-1,-1,1,0
241071,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241073,12#10#20:15#80,7#209109|209105#100,-1,-1,-1,-1,1,0
241074,15#60,7#209105#100,-1,-1,-1,-1,1,0
241075,9:3#240,2,-1,-1,-1,-1,1,0
241081,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241083,12#9#10:15#80,7#209110|209106#75,-1,-1,-1,-1,1,0
241084,15#60:13#9#2,4#209110#50,-1,-1,-1,-1,1,0
241085,9:3#240,2,-1,-1,-1,-1,1,0
241091,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241093,12#10#20:15#80,7#209107|209111#100,-1,-1,-1,-1,1,0
241094,15#60,7#209107#100,-1,-1,-1,-1,1,0
241095,9:3#240,2,-1,-1,-1,-1,1,0
241101,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241103,15#50:13#10#20,7#209111#100,-1,-1,-1,-1,1,0
241104,15#60,7#209108|209111|209112#75,-1,-1,-1,-1,1,0
241111,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241113,12#10#20:15#80,7#209109|209112#100,-1,-1,-1,-1,1,0
241114,13#9#20:15#60,5#209109#100,-1,-1,-1,-1,1,0
241115,9:3#240,2,-1,-1,-1,-1,1,0
241121,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
241123,10#10,6#2091131|2091132|2091133#35,-1,-1,-1,-1,1,0
241124,15#60:13#9#20,5#209111#50,-1,-1,-1,-1,1,0
241125,15#70,7#209110|209111#100,-1,-1,-1,-1,1,0
241126,9:3#240,2,-1,-1,-1,-1,1,0
1216001,15#30,6#216004|216006#35,-1,-1,-1,-1,1,占领中立1
1216002,3#150,7#216005#70,-1,-1,-1,-1,1,占领研究所1
1216003,1,3,-1,-1,-1,-1,1,升级1
1216004,29#1#3:15#20:1,3,-1,-1,-1,-1,1,升级2
1216005,29#1#4:15#40:1,3,-1,-1,-1,-1,1,升级3
1216006,2#70,5#216005|216008#70,-1,-1,-1,-1,1,屯兵1
1216008,2#70,5#216005|216004|216006#70,-1,-1,-1,-1,1,屯兵2
1216007,3#200,7#216008#80,-1,-1,-1,-1,1,攻打炮塔
1216009,15#50,7#216004|216005|216006|216007|216009#80,-1,-1,-1,-1,1,攻击全部
1216010,15#30,7#216007|216008|216009#80,-1,-1,-1,-1,1,保护邻近建筑
1216011,15#40,7#216001|216002|216003|216004|216006#80,-1,-1,-1,-1,1,保护邻近建筑
1217011,15#30,6#217003#35,-1,-1,-1,-1,1,占领中立
1217012,15#40,7#217008#80,-1,-1,-1,-1,1,占领中立1
1217041,15#40,6#217006#40,-1,-1,-1,-1,1,占领中立
1217031,15#40,6#217006#40,-1,-1,-1,-1,1,占领中立
1217061,2#80,7#217005|217007#50,-1,-1,-1,-1,1,攻打中间的兵营
1217001,29#1#2:1,3,-1,-1,-1,-1,1,升级1
1217002,29#1#3:1:2#30,3,-1,-1,-1,-1,1,升级2
1217003,29#1#4:15#40:1,3,-1,-1,-1,-1,1,升级3
1217004,2#50,5#217005|217006|217007#70,-1,-1,-1,-1,1,屯兵1
1217005,3#200,7#217010|217009|217008#80,-1,-1,-1,-1,1,攻打炮塔
1217006,3#40,7#217006|217008|217009|217010#80,-1,-1,-1,-1,1,攻击右侧建筑
310013,13#17#30:15#50,6#215102|215104|215105#50,-1,-1,-1,-1,1,13格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
310014,2#100,6#215102|215104|215105#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
310015,13#17#15:15#25,6#215102|215104|215105#50,-1,-1,-1,-1,1,13格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
310023,10#10:15#40,6#2151131|2151132|2151133#30,-1,-1,-1,-1,1,10格内存在打野且建筑兵力达到40个则调动30个兵进攻敌军
310024,13#13#30:15#50,6#215101|215103|215105#50,-1,-1,-1,-1,1,17格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
310025,2#100,6#215101|215103|215105#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
310026,13#13#15:15#25,6#215101|215103|215105#50,-1,-1,-1,-1,1,17格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
310033,10#10:15#40,6#2151131|2151132|2151133#30,-1,-1,-1,-1,1,16格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
310034,13#17#30:15#50,6#215102|215105|215106#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
310035,2#100,6#215102|215105|215106#50,-1,-1,-1,-1,1,16格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
310036,13#17#15:15#25,6#215102|215105|215106#50,-1,-1,-1,-1,1,10格内存在打野且建筑兵力达到40个则调动30个兵进攻敌军
310043,13#16#30:15#50,6#215101|215105|215107#50,-1,-1,-1,-1,1,13格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
310044,2#100,6#215101|215105|215107#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
310045,13#16#15:15#25,6#215101|215105|215107#50,-1,-1,-1,-1,1,13格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
310053,10#10:15#40,6#2151131|2151132|2151133#30,-1,-1,-1,-1,1,10格内存在打野且建筑兵力达到40个则调动30个兵进攻敌军
310054,13#13#30:15#50,6#215102|215104|215106#50,-1,-1,-1,-1,1,14格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
310055,2#100,6#215102|215104|215106#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
310056,13#13#15:15#25,6#215102|215104|215106#50,-1,-1,-1,-1,1,14格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
310063,10#10:15#40,6#2151131|2151132|2151133#30,-1,-1,-1,-1,1,16格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
310064,13#14#30:15#50,6#215103|215105#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
310065,2#100,6#215103|215105#50,-1,-1,-1,-1,1,16格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
310066,13#14#15:15#25,6#215103|215105#50,-1,-1,-1,-1,1,10格内存在打野且建筑兵力达到40个则调动30个兵进攻敌军
310073,13#16#30:15#50,6#215104|215108|215110#50,-1,-1,-1,-1,1,17格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
310074,2#100,6#215104|215108|215110#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
310075,13#16#15:15#25,6#215104|215108|215110#50,-1,-1,-1,-1,1,17格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
310083,10#10:15#40,6#2151141|2151142|2151143#30,-1,-1,-1,-1,1,10格内存在打野且建筑兵力达到40个则调动30个兵进攻敌军
310084,13#17#30:15#50,6#215109|215111|215112#50,-1,-1,-1,-1,1,15格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
310085,2#100,6#215109|215111|215112#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
310086,13#17#15:15#25,6#215109|215111|215112#50,-1,-1,-1,-1,1,15格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
310093,10#10:15#40,6#2151141|2151142|2151143#30,-1,-1,-1,-1,1,17格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
310094,13#15#30:15#50,6#215108|215111|215112#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
310095,2#100,6#215108|215111|215112#50,-1,-1,-1,-1,1,17格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
310096,13#15#15:15#25,6#215108|215111|215112#50,-1,-1,-1,-1,1,10格内存在打野且建筑兵力达到40个则调动30个兵进攻敌军
320013,13#17#30:15#50,6#215202|215204|215205#50,-1,-1,-1,-1,1,13格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
320014,2#100,6#215202|215204|215205#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
320015,13#17#15:15#25,6#215202|215204|215205#50,-1,-1,-1,-1,1,13格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
320023,10#10:15#40,6#2152131|2152132|2152133#30,-1,-1,-1,-1,1,10格内存在打野且建筑兵力达到40个则调动30个兵进攻敌军
320024,13#13#30:15#50,6#215201|215203|215205#50,-1,-1,-1,-1,1,17格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
320025,2#100,6#215201|215203|215205#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
320026,13#13#15:15#25,6#215201|215203|215205#50,-1,-1,-1,-1,1,17格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
320033,10#10:15#40,6#2152131|2152132|2152133#30,-1,-1,-1,-1,1,16格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
320034,13#17#30:15#50,6#215202|215205|215206#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
320035,2#100,6#215202|215205|215206#50,-1,-1,-1,-1,1,16格内敌方兵力少于15个且建筑兵力达到25个则调动50个兵进攻敌军
320036,13#17#15:15#25,6#215202|215205|215206#50,-1,-1,-1,-1,1,10格内存在打野且建筑兵力达到40个则调动30个兵进攻敌军
320043,13#16#30:15#50,6#215201|215205|215207#50,-1,-1,-1,-1,1,13格内敌方兵力少于30个且建筑兵力达到50个则调动50个兵进攻敌军
320044,2#100,6#215201|215205|215207#50,-1,-1,-1,-1,1,建筑兵力达到100%则调动50个兵进攻敌军
